patent_id,score,confidence,justification,tokens_in,tokens_out,elapsed
7689424,0.95,high,"The claim applies established speech recognition techniques to a distributed environment with selection based on loading criteria, without disclosing any improvement to the machine learning model itself, such as architecture, loss function, or training procedure.",554,216,4.71
7647378,0.95,high,The claim applies established presence awareness and search techniques to a collaborative computing environment without disclosing any technological improvement to the underlying models.,641,195,4.22
7783474,0.85,medium,"The claim applies established methods (checking pron component list and language model) to add phrase pronunciations without disclosing any improvement to the machine learning model itself, similar to Recentive's application of established ML to a new data environment.",633,264,5.29
7821578,0.05,high,The claim does not involve machine learning; it recites specific hardware components for video noise reduction without any machine learning model.,571,306,6.08
7647405,0.85,high,"The claim recites a formula for weight adjustment using delta calculations and relative workload, which applies established machine learning or adaptive weighting techniques to a server farm load balancing environment without disclosing any improvement to the underlying model architecture, loss function, or training procedure.",678,318,6.96
7720857,0.2,high,"The claim recites a specific visualization graph structure with sectors, sub-sectors, and invisible attractors, without any mention of machine learning techniques or training, indicating a technological improvement to the model itself rather than applying established ML to a new domain.",776,206,4.5
7752612,0.2,high,"The claim recites a rule-based optimization for database reorganization using memory and processing constraints, not applying established machine learning techniques to a new data environment.",484,142,3.18
7720296,0.95,high,"The claim recites steps like 'supplying a set of prediction vectors', 'performing an image comparison', and 'determining a ranking order of the quality characteristics', which apply conventional motion estimation techniques without disclosing any improvement to the underlying machine learning model.",602,625,10.97
7702618,0.9,high,"The claim recites 'determining, using a processor... whether the document has changed' and 'indexing the document to obtain current information-retrieval relevance data' which apply established indexing and relevance data techniques to a new archival context without any disclosed improvement to the underlying model.",575,290,5.54
8086462,0.95,high,"The claim applies established data analysis techniques (trend identification, comparison) to a new domain (spoken dialog service) without disclosing a technological improvement to the machine learning model itself, as seen in 'analyzing the data to identify trends... comparing... modifying the automated spoken dialog service on a geographic basis'.",511,260,5.21
8000974,0.95,high,"The claim recites 'processing the voice signal using a context-dependent natural language model' without specifying any improvement to the model itself, merely applying an established machine learning technique to a new voice command environment.",474,380,6.48
8009889,0.95,high,"The claim applies established iterative estimation techniques (e.g., 'optimized multiplicative error function', 'weight function', 'convergence') to a biological probe array domain without disclosing any improvement to the machine learning model itself, as seen in 'using an empirically based transfer function that relates the distance of each pixel from the feature center with an intensity value'.",694,235,4.71
8001074,0.9,high,"The claim applies established fuzzy logic techniques (fuzzy regions, membership functions, rule generation, defuzzification) to time-series data without disclosing any technological improvement to the fuzzy logic model itself.",611,435,7.74
8046368,0.9,high,"The claim recites generating numeric value intervals by adjusting widths so that each interval includes an equal number of numeric values, which is a standard data binning technique applied to document retrieval without disclosing a technological improvement to the machine learning model itself.",648,380,6.62
7925347,0.95,high,"The claim applies established physiological methods (Fick's principle, BMR multipliers) to a new data environment (implantable sensor) without disclosing any improvement to the machine learning model itself, as seen in ""calculating estimates of oxygen consumption by multiplying a basic metabolic rate (BMR) by an activity based parameter.""",454,274,5.57
7996400,0.95,high,"The claim describes 'statistically correlating at least one of a plurality of query behavior features with the search expertise level of the searcher' and 'classifying the searcher as either a skilled searcher or a novice searcher' without disclosing any specific technological improvement to the machine learning model itself, merely applying established techniques to a new data environment.",678,430,8.28
7877676,0.95,high,"The claim recites selecting segments based on importance attributes and extracting scenes, which is a conventional data selection technique applied to media content without any disclosed improvement to the machine learning model itself.",556,330,6.42
8037057,1.0,high,The claim recites 'accessing a database index analysis tool to determine a plurality of index configurations' which applies an established tool to a new data environment without disclosing any technological improvement to the model itself.,436,250,4.87
8078466,0.9,high,The claim applies established methods of speech and animation synchronization by 'selecting a parameter set corresponding to the mouth parameters from an animation library' without disclosing any improvement to the underlying machine learning models.,464,231,4.78
7873636,0.95,high,"The claim applies a hierarchical tree, a well-known data structure, to the new data environment of matching network documents with filters, without disclosing any technological improvement to the model itself.",512,201,4.21
8036307,0.0,high,"The claim recites a specific signal processing technique using orthogonalizing matrices and IFFT for MIMO/OFDM, which is a technological improvement to the communication system itself, not an application of established machine learning to a new data environment.",494,247,5.1
7917460,0.95,high,"The claim applies established techniques such as information extraction, evidence classification, and fusion to build a decision network from text, without disclosing any improvement to the machine learning models themselves, e.g., 'an evidence classifier configured to associate each of the one or more text segments with one of a plurality of hypotheses' and 'a fusion engine configured to build a decision network from the plurality of hypotheses'.",660,291,5.34
7917448,0.95,high,"The claim recites 'employing a server device to communicate with a client device to enable the user to provide a note' which is a routine, conventional step applied to the domain of online dating, without disclosing any technological improvement to a machine learning model.",541,256,4.8
7962483,0.2,high,"The claim recites 'generating and compressing a vertical representation during the one pass,' which describes a specific technological improvement to the data mining process rather than merely applying established techniques to a new domain.",529,293,5.74
8036933,0.95,high,"The claim applies conventional threshold-based comparison to determine commercial intent and adjust ad links, without any technological improvement to machine learning models.",501,242,4.76
7881913,0.9,high,"The claim applies established inpainting algorithms (PDE and exemplar) to geospatial data with a selection rule based on void perimeter, without disclosing a technological improvement to the machine learning models themselves.",467,214,4.16
8024178,,low,parse_error: ,600,193,4.09
8069185,0.9,high,"The claim uses a lexical reference source to derive related search criteria and then analyzes information sets, which are established techniques applied to a new data environment (concept dictionary for querying) without disclosing a technological improvement to the model itself.",536,304,5.77
7996391,0.95,high,"The claim recites storing web page information based on access frequency and time, receiving a search query, performing a search, identifying a web page and its associated website, reading the stored web page information, and providing search results with additional domain-related page information, without disclosing any improvement to machine learning models.",679,319,6.53
7970660,0.95,high,The claim recites 'programmatically analyzing the user activity data... to identify a set of items that have experienced significantly higher levels of user activity among the subset of users than among the plurality of users' which applies established statistical or data mining techniques to a new data environment (identifying organization-specific trends) without disclosing any technological improvement to the underlying models.,519,236,4.75
8036894,0.2,medium,"The claim recites specific technical details of a matching process using a hierarchy and cost functions, e.g., 'matching the phrase unit to an audio segment using properties of the phrase unit in comparison to properties of other units in a hierarchy of units including phrases and words and using articulation relationships between the phrase unit and the other units to locate matching audio segments from a plurality of selections including determining concatenation costs and unit costs.'",595,305,6.02
7996019,1.0,high,"The claim recites 'automatically identifying ... a particular route traveled by the user' and 'responsive to detecting at least one parameter that corresponds to the historical information, processing ... to retrieve location-based service information,' which applies established machine learning techniques (pattern recognition and historical data matching) to a new data environment (location-based services) without disclosing any improvement to the machine learning model itself.",489,302,6.32
7876958,0.85,medium,The claim applies a learned generative zone model and heuristic search to image decomposition without disclosing any specific technological improvement to the machine learning model itself.,462,267,4.92
8085982,0.95,high,"The claim applies established machine learning models (adaptive, pose, alignment) to video tracking without disclosing any improvement to the models themselves.",558,226,4.62
8081209,0.9,high,"The claim recites applying established machine learning techniques such as orientation-selective filters, sparse code generation, and associative learning to the new domain of radar and natural image fusion, without disclosing any technological improvement to the models themselves.",598,165,3.5
8013864,0.95,high,"The claim recites rendering multivariate statistical output data as a color map using established color-mapping techniques without disclosing any improvement to the underlying statistical model or machine learning process, similar to applying conventional methods to a new data environment.",547,207,4.04
7984169,0.0,high,"The claim does not involve machine learning; instead it recites a specific technical modification to HTTP headers for anonymization, which is a technological improvement to the data processing method itself.",462,281,5.2
8086011,0.95,high,"The claim applies established iterative reconstruction techniques (update, smoothing, constraining map) to tomographic imaging without disclosing any improvement to the underlying machine learning model.",494,182,3.94
7899995,0.0,high,The claim recites a specific technical improvement to GPGPU memory management—using flush commands to ensure data coherence for dependent tasks across streaming multiprocessors—and does not involve machine learning techniques.,567,254,5.07
8051163,1.0,high,"The claim recites steps such as 'monitoring traffic', 'determining a functionality', 'comparing a scope', and 'generating a synthetic transaction', which apply established techniques to a network environment without disclosing any technological improvement to a machine learning model.",622,249,5.14
7885973,0.9,high,"The claim applies established methods (templates, user selection, context-based query generation) to a new data environment (investigation modeling) without disclosing any technological improvement to the model itself, reciting only generic computer implementation.",547,197,4.12
8065227,0.95,high,"The claim applies established machine learning techniques (Euclidean distance clustering, custom behavior models using transactional and credit attributes) to a credit scoring domain without disclosing any improvement to the machine learning models themselves.",689,288,5.13
7933877,0.95,high,"The claim recites generic clustering operations ('performing a first operation that organizes the data set into a first plurality of clusters' and 'performing a second operation that partitions the first plurality of clusters into a second plurality of clusters and a third plurality of clusters') without disclosing any technological improvement to the machine learning models themselves, merely applying established clustering techniques to a data retrieval environment.",578,234,4.47
8024326,0.95,high,"The claim recites using 'frequency with which users have selected the first article when the first article has been presented as a search result for the first related query' to determine a ranking score, which applies established machine learning methods to a new data environment without disclosing improvements to the model itself.",555,265,4.99
8214375,0.95,high,"The claim applies established clustering algorithms to usage data without disclosing any improvement to the machine learning model itself, reciting 'executing one or more clustering algorithms that use the similarity table as an input'.",615,198,4.03
8255248,0.95,high,The claim recites 'a process for automatically soliciting business reviews using a community based business listing and review system' which applies established data processing and user-specific solicitation techniques to a new business domain without any disclosed improvement to machine learning models or technical processes.,685,301,5.78
8108931,0.95,high,"The claim recites 'applying a machine learning technique' without disclosing any specific improvement to the machine learning model itself, which resembles Recentive-vulnerable claim language.",492,213,4.28
8160332,0.95,high,"The claim recites computing a deformation field based on landmark displacement and optimizing an objective function with a location-prior term, which are established methods of image registration applied to vessel model registration without disclosing any improvement to the underlying machine learning model.",553,272,5.04
8266077,0.9,high,The claim applies established techniques like latent semantic analysis and clustering to document analysis without disclosing any technological improvement to the machine learning models themselves.,538,228,4.68
8239227,0.95,high,"The claim recites an inference engine that receives data and outputs results, and a community search engine that derives an aggregated benchmark and performs a comparison, applying established machine learning to an executive reporting domain without disclosing any technological improvement to the machine learning model itself.",618,277,5.52
8099408,0.9,high,"The claim recites 'generating a site map of the web site based on the sample web pages, the site map representing clusters of similar web pages' which applies established clustering techniques to a new data environment without disclosing a technological improvement to the model itself.",598,370,7.98
8316056,0.8,medium,The claim applies a well-known algorithmic technique (binary search) to a new data environment (social network connections) without disclosing any improvement to the algorithm itself.,699,438,8.19
8285652,0.95,high,"The claim applies established natural language processing and bot techniques to online search without disclosing any technological improvement to the machine learning model itself, e.g., 'launching the bot to engage in a conversation with the user, enabling the user to converse with the bot using a natural language interface'.",534,249,5.53
8130915,1.0,high,"The claim recites conventional voice recognition steps such as capturing voice prints, creating models, and comparing mixed voice prints to joined reference models without disclosing any technological improvement to the underlying machine learning model.",857,296,5.32
8315908,0.95,high,"The claim recites steps such as providing a campaign control, determining distribution options, and presenting a bid proposal, which are applied to a new data environment (advertising budgeting) without disclosing any improvement to a machine learning model.",585,255,5.22
8131750,0.95,high,"The claim recites a context analyzer that establishes parameters based on a user's state of mind and a tag generator that applies tags accordingly, which applies established machine learning (e.g., sentiment analysis) to the new data environment of memory recall via wearable devices without disclosing any improvement to the machine learning model itself.",599,475,8.91
8296250,0.95,high,The claim applies established neural network models to a new data environment (identity protection) without disclosing any improvement to the models themselves.,572,212,4.27
8145667,0.1,high,"The claim recites a specific method for generating an XML payload from an XML list based on field and parent paths, without any reference to machine learning, iterative training, or dynamic updating, thus lacking resemblance to Recentive-vulnerable machine learning claims.",681,217,4.47
8219547,0.2,high,"The claim recites a method for database query optimization using an online analytical processing cube, which is not a machine learning technique, and does not disclose any improvement to a model or algorithm, thus bearing low textual resemblance to Recentive-vulnerable claims.",519,646,11.48
8335705,1.0,high,The claim recites conventional database searching and matching based on attributes and priorities without any technological improvement to the underlying model.,732,210,4.19
8190595,0.1,high,"The claim recites database query optimization steps such as 'computing a direct acyclic graph for the query' and 'extracting a revised query execution plan,' which are not machine learning techniques, indicating low resemblance to Recentive-vulnerable claim language.",579,454,7.59
8302571,0.1,high,"The claim recites a learning section that learns a deviation amount based on the lift amount regions, which is a specific control system adaptation, not an application of established machine learning to a new data environment.",689,279,5.6
8099373,0.9,high,"The claim recites 'training a weak classifier... updating said working set when a false positive sample rate... falls below a threshold value', which is an established machine learning technique applied to object detection without disclosing a technological improvement to the model itself.",464,245,4.75
8261325,0.95,high,"The claim 'identifying, using at least a portion of the electronic mail address received, one or more field suggestions associated with a remote message server configuration field based on stored information' applies conventional data lookup techniques to a business problem without disclosing any technological improvement to a machine learning model or other underlying technology.",489,222,4.34
8219415,0.9,high,"The claim uses a standard similarity metric (Jaccard coefficient) applied to historical healthcare procedure data without disclosing any improvement to the machine learning model itself, resembling Recentive-vulnerable claim language.",617,237,4.86
8250014,0.95,high,"The claim recites 'learning the quality function based on the training data' and 'determining a measure for a statistical uncertainty of the quality function by an uncertainty propagation', which apply established machine learning techniques to a technical system control domain without disclosing a specific technological improvement to the model itself.",504,435,7.9
8312085,1.0,high,"The claim applies established techniques of setting thresholds based on ratios to the domain of email spam detection, without disclosing any improvement to the underlying machine learning model or algorithm.",613,211,4.57
8099777,0.0,high,"The claim recites a hardware architecture with specific components like a multiple instruction stream, single data stream processor and fetch instruction processing units, not applying established machine learning techniques to a new data environment.",445,295,5.8
8140529,0.95,high,The claim recites 'using said historical data to determine a second subset' without detailing any technological improvement to the predictive model.,598,204,4.18
8189761,0.95,high,"The claim recites allocating agents based on dynamic value profiles and service level goals, which applies established data processing techniques to a call management business problem without disclosing any improvement to a machine learning model.",582,309,5.96
8145456,0.95,high,The claim recites generating prediction models mapping traces to resource utilization metrics without disclosing any technological improvement to the models themselves.,613,205,4.4
8200454,0.95,high,"The claim recites standard statistical techniques (differentiation, variance determination, frequency spectrum processing) applied to time series analysis without disclosing any improvement to a machine learning model architecture, loss function, or training procedure.",637,271,4.95
8126891,0.2,high,The claim recites a specific technological improvement: 'associating each significant frequent episode with an HMM in which a frequency ordering among the significant frequent episodes is preserved as a likelihood ordering among a corresponding mixture of HMMs; and building the generative model by forming a weighted mixture of the HMMs for the target search event type.',620,263,5.26
8332415,0.95,high,"The claim applies basic statistical calculations (frequency ratios) to a spam detection problem without any disclosure of a technological improvement to a machine learning model, resembling the type of claim found ineligible in Recentive Analytics.",594,218,4.46
8312285,0.1,high,"The claim recites no machine learning techniques, iterative training, or dynamic updating; it is directed to profile generation and encrypted token management, which does not resemble the ML-focused claims at issue in Recentive.",859,162,3.59
8207449,0.0,high,"The claim recites a physical electronic device with specific electrode and nanowire structures, not a machine learning method, so it has no resemblance to Recentive-vulnerable claim language.",487,151,3.11
8117216,0.95,high,"The claim recites 'selectively filtering out item categories from the initial set of item categories based at least in part on the degree to which particular item categories in the set overlap with other item categories', which applies established clustering or overlap-based filtering to a recommendation context without any disclosed improvement to the machine learning model itself.",596,264,4.7
8271863,0.2,high,"The claim recites a specific technical improvement in decoding by 'selecting, at the decoder, a subset of branches in a first state-based diagram based on the estimate of the previously processed symbol', which is a novel algorithmic step, not merely applying established ML to a new domain.",521,436,7.57
8224806,0.1,high,The claim does not mention machine learning or apply established ML techniques; it recites a specific caching subsystem for optimized query plans using equivalence groups and predicate selectivity.,702,227,5.23
8326067,0.15,high,"The claim recites a specific perceptual weighting factor applied to the rate-distortion cost function, which is a technological improvement to image encoding.",572,188,3.71
8156063,0.95,high,"The claim recites 'applying the updated training set of data to a learning process, to obtain learned similarity functions' without specifying any technological improvement to the machine learning model itself.",486,287,5.86
8230439,0.1,high,"The claim recites a specific method for selecting networked processing resources based on multiple metric values and comparison, without any reference to machine learning or established ML techniques.",653,261,4.93
8184876,0.95,high,"The claim recites 'reconstructing the three-dimensional image object... as a function of a matrix describing properties of the imaging detector' using 'a series of iteration steps... based on a data model... a weighting-factor data set, and a gradient object determined based on a residual data set,' which applies established iterative reconstruction techniques to a new data environment without disclosing a technological improvement to the model itself.",531,241,5.1
8175911,0.95,high,"The claim recites 'inferring utilizing one or more logical rules; determining quantitative correlations...utilizing statistics, data mining, mathematical models' which applies established machine learning techniques to a new business data environment without disclosing any technological improvement to the underlying models.",640,259,5.12
8359190,0.95,high,The claim recites 'identifying senses of words' and 'determining semantic positions in a semantic space' which are established machine learning techniques applied to text without disclosing any improvement to the model itself.,426,265,5.19
8606788,0.95,high,"The claim applies established matching and correlation techniques to catalog data without disclosing a specific technological improvement to the model itself, e.g., a new architecture or training procedure.",763,197,3.76
8238675,0.2,high,"The claim recites specific technical steps: 'performing nonlinear partial differential equation regularization on the data; and enforcing constraints ... predicting at least one of the AC coefficients using at least the DC coefficients from four neighboring blocks by multiplying those DC coefficients by a Hadamard transform matrix,' which indicates a technological improvement to the image reconstruction process rather than merely applying established ML to a new data environment.",484,433,7.3
8473933,0.05,high,"The claim recites a computer-based method of modifying a call site based on parameter lists and sorting arguments, with no mention of machine learning models, training, or data environments.",476,171,3.82
8392453,0.9,high,"The claim applies established methods of generating predictive probabilities based on frequency and co-concurrence to a new data environment (search requests for text entry), without disclosing any improvement to the underlying model or algorithm.",622,319,6.22
8370279,0.95,high,"The claim recites generating a trained predictive model and a score normalization model using standard training functions, which are established machine learning techniques applied to generic data without disclosing any improvement to the model itself.",466,189,4.32
8468114,0.85,medium,The claim applies generic concepts like 'inference rules' and 'personalized model' to a new alert management environment without disclosing any specific technological improvement to the underlying model or training methods.,542,245,5.4
8478751,0.95,high,"The claim applies established techniques of ranking, thresholding, and demoting to a search session environment without disclosing any improvement to machine learning models, similar to Recentive.",669,158,3.58
8453234,0.95,high,"The claim recites a 'behavioral engine that learns or trains' to identify baseline operations, which applies established machine learning techniques to a network security data environment without disclosing any technological improvement to the model itself.",622,232,4.43
8488881,0.95,high,"The claim applies standard image processing techniques (feature distance computation and adaptive thresholding) to the self-checkout domain without disclosing any improvement to the underlying model, as shown by 'computing a confidence value for each of the one or more blocks comprises using a minimum feature distance from one or more reference background blocks' and 'eliminating one or more blocks from consideration via use of an adaptive threshold'.",564,347,6.8
8548627,0.95,high,The claim applies established semantic web service matching and workflow generation to a new robotic domain without disclosing any technological improvement to the machine learning models or algorithms themselves.,742,207,4.45
8412514,0.95,high,"The claim recites 'comparing the first layout and the second layout' and 'determining meta-level features of the stored question-answer pairs' without disclosing any technological improvement to the machine learning model itself, merely applying established techniques to a new data environment.",598,303,6.56
8527760,0.9,high,"The claim calculates trust using a mathematical formula (initial trust plus sum of ratings divided by time raised to a dampening constant) applied to device interactions, without disclosing any improvement to the underlying machine learning model or algorithm itself.",686,267,5.27
8606384,,low,parse_error: ,461,209,4.34
8595174,1.0,high,"The claim uses 'maximum information gain being based on an entropy value calculation', which applies an established machine learning technique without disclosing any technological improvement to the model itself.",597,296,6.97
8600105,0.5,medium,The claim recites 'statistically combining pixel information into a saliency map by weighting multiple cues of a pixel's status using global noise estimates' which applies a statistical technique but does not clearly disclose a technological improvement to the underlying model.,445,400,7.81
8548800,0.2,medium,"The claim recites a specific phonetic comparison method using consonant classification into buckets and distance determination based on bucket membership, which is not a generic machine learning technique applied to a new data environment.",612,217,4.75
8606608,0.92,high,"The claim recites generic steps of adding random perturbations, re-weighting data, and generating estimates using counterfactual analysis, without disclosing any improvement to the underlying machine learning model itself, such as a new architecture, loss function, or training procedure.",662,312,6.63
8429177,0.0,high,The claim recites no machine learning; it merely measures and compares growth rates.,491,141,3.1
8560475,0.15,high,"The claim recites 'a Deterministic Finite Automata (DFA) graph' and 'a walker process to traverse the DFA graph to search for a match defined by a regular expression', which describes a specific hardware/software architecture for pattern matching, not a generic machine learning technique applied to a new domain.",582,395,7.41
8544028,0.95,high,"The claim recites selecting and applying extraction rules and mapping attributes to a unified structure using generic software modules, without disclosing any technological improvement to a machine learning model, thus applying established data processing techniques to a new data environment.",694,213,4.45
8463730,0.0,high,"The claim recites a method that uses hashing and a hash table for rule-based matching, not machine learning, and thus does not apply established machine learning techniques to a new data environment.",474,228,4.3
8521680,0.95,high,"The claim applies established data analysis and tagging techniques to user data for location-based context without disclosing any technological improvement to a machine learning model, such as a new architecture or training procedure.",513,232,4.62
8370369,0.95,high,"The claim recites generic data processing steps such as extracting, matching, merging, and analyzing, without disclosing any technological improvement to a machine learning model, resembling applying established methods to a new data environment.",681,350,5.96
8453245,0.0,high,"The claim recites detecting a local program crash and disabling a function by building a shield, with no mention of machine learning or data environment.",501,208,4.5
8452448,0.95,high,"The claim recites generic steps like 'calling at least one action model' and 'sending each outcome to at least one behavior for evaluation' without disclosing any specific technological improvement to the machine learning model itself, merely applying established ML to a robot control environment.",495,302,5.64
8407236,0.95,high,"The claim applies established techniques such as filtering, translation using a pinyin model, and clustering to process query logs for dictionary expansion without disclosing any improvement to the machine learning models themselves.",501,393,7.3
8452717,0.95,high,"The claim recites a collaborative work environment with templates for ad-hoc activities, applying established business methods to a new domain without any disclosure of technological improvement to a machine learning model or other technical component.",508,170,3.69
8438183,0.9,high,"The claim modifies a weight as a function of the number of records having a specific attribute value, which is a known statistical technique applied to a new data environment without disclosing any improvement to the underlying machine learning model.",607,290,5.58
8539080,0.0,high,"The claim recites rule-based threshold evaluation for routing requests, without any machine learning elements, thus showing no resemblance to Recentive-vulnerable claim language applying established ML to a new data environment.",569,409,7.15
8515994,0.0,high,"The claim recites no machine learning elements; it is directed to data retrieval, metadata extraction, and UI preloading for a network search, lacking any reference to machine learning models, training, or algorithmic improvements.",680,254,5.49
8412735,0.95,high,The claim applies a data quality rules discovery process using conditional functional dependencies to an electricity smart grid data environment without disclosing any improvement to the machine learning model itself.,509,170,3.6
8396595,0.1,high,"The claim determines collision and joint limit functions using measured distances and joint vectors, then generates weighting matrices to redirect motion, without mentioning machine learning or applying established ML techniques to a new data environment.",572,216,3.91
8495201,0.2,high,"The claim recites a specific clustering algorithm with detailed steps including selecting seed points maximally far apart and computing a clustering metric based on distance, which goes beyond merely applying generic machine learning to a new data environment.",548,278,5.08
8482625,0.2,medium,"The claim recites a specific image noise estimation method using local difference measures and color correlation values, which suggests a technological improvement rather than merely applying established ML to a new domain.",492,303,5.76
8484203,1.0,high,"The claim only recites generic steps like storing, matching, determining scores, and ranking without any improvement to a machine learning model.",611,228,4.73
8539348,0.15,high,"The claim recites a specific data structure ('each word frame ... comprising, in place of the sequential plurality of characters ... a contracted portion') and method for input processing, not merely applying established machine learning to a new data environment or business problem.",570,566,9.51
8606815,0.95,high,"The claim recites 'creating by the computer multiple taxonomies for the at least one term of interest from the snippets, wherein the taxonomies include an at least one category, the at least one category including a sentiment based taxonomy' and 'determining by the computer associations between categories of different taxonomies... determining co-occurrences', which apply established machine learning and data analysis techniques to a text analysis environment without disclosing any improvement t",804,383,7.34
8583471,0.9,high,"The claim recites 'defining, by a computer processor, a predictive model of an income bracket ... by selecting predictive factors based on the received information' without disclosing any specific technological improvement to the machine learning model itself.",498,325,6.61
8560626,0.9,high,"The claim applies established leader-election and communication techniques to a distributed computing environment without disclosing any technological improvement to the underlying model itself, as seen in 'create a numeric score' and 'transmit via the communication interface a candidate message'.",596,311,6.09
8515805,0.95,high,"The claim recites using feedback to determine implicit criteria and compare profiles, which is standard machine learning applied to advertising without any technological improvement to the ML model.",646,219,4.77
8589799,0.0,high,"The claim recites a specific interface and data storage method for comments and contemporaneous component data, with no mention of machine learning or data environment application.",554,221,4.55
8588495,0.9,high,"The claim applies established machine learning techniques (classification-based detection, statistical atlas, distributional appearance models) to whole-body imaging without disclosing any specific technological improvement to the models themselves.",539,241,4.82
8589584,0.1,high,"The claim recites a technological improvement to parallel computing operations (selecting protocols based on buffer alignment), not applying established machine learning to a new domain.",614,186,4.0
8417514,0.95,high,The claim recites 'extracting scoring features from a candidate list of passages' and 'scoring the possible answers using the extracted scoring features and a features scoring function' without specifying any improvement to the underlying machine learning model.,465,282,5.28
